Iter x y
0 0.3296974285804074 0.08278497420616648
1 0.7016923370999253 0.979728638671392
2 1.1781482368366754 -8.961876293318016E-4
3 0.6536801759980525 1.1123265137003688
4 0.6053000224138274 1.4556805489646072
5 0.38572918456512667 1.2161091888816618
6 0.6930938847917057 -0.3047002665646762
7 0.6439500115923545 1.9424001168557246
8 0.9758291168800446 0.47494315116993124
9 1.7468408234539288 1.3662326489122438
10 1.1969650657789532 0.22755158192509706
11 0.8429664717859356 -0.21300958438081552
12 1.0310551838973179 1.1796596670839676
13 0.26356717886431347 1.2124008035221792
14 1.6639868083253404 0.4744377576288171
15 0.26113804559787357 1.0103854865570372
16 0.3476369180382022 0.09526253456915879
17 0.849516846892898 0.732560519479873
18 0.12785477264625375 1.4115701576705866
19 1.0522647696622673 0.5697630909323343
20 1.0568267963887505 0.7021504398673734
21 1.1001864977355624 0.2106890132509317
22 0.7534180762060071 1.3041563378908223
23 0.18472142147011217 2.3106260013388984
24 0.5668628428089275 0.4019423024693601
25 1.0641074070244403 1.214535507070425
26 0.49383078298217026 1.1910730233205333
27 0.5037632501705881 0.7860530393668915
28 0.5450442497725831 0.8828592652497431
29 0.4360868139230782 -0.6428345207630044
30 0.24679476338767445 2.1896924020945194
31 0.8067824699789589 0.7387135932349429
32 0.3770234452667255 -0.6065962602464827
33 0.7804127428682851 0.4065913285197513
34 0.29021203678076174 2.0609462467153747
35 0.59732079962344 -0.564030116227719
36 0.5049524534968295 0.16781733257687653
37 0.2940183531285685 1.1675500932423468
38 0.17124509175737657 0.6073933508774934
39 0.4806905170077651 0.04109847489639573
40 0.4781563832381181 0.9105603917372536
41 0.5854167081102106 0.8723287356884744
42 0.1523600102795134 1.1727920343974398
43 0.1565456886717598 0.581401739982716
44 0.6921029498964751 0.6887789321172424
45 0.8919968632657742 -0.2213025637394076
46 0.7732003221034351 0.6294768256936865
47 0.6123709576395562 1.0487334358746465
48 0.9961608963719252 0.37229809091340954
49 1.7176089115121949 -0.251402343220876
50 1.43717027426836 1.5282121099989017
51 0.7868322180731455 0.13851722205891998
52 0.5670724763716787 0.9200490308081555
53 0.757861139165199 1.5710561242491328
54 0.9069030396336019 0.37728773857297004
55 0.1283435971540254 1.8813387855782797
56 0.4147358236962195 0.39102565364112213
57 0.8970074815927085 0.8147564618995635
58 0.41000895022867817 0.8152150397286143
59 0.34221130381835474 1.0612349682437965
60 0.2620858007327351 2.4623269302352058
61 0.3302466081212474 1.008421632502596
62 1.1174782301121118 1.4386041905650309
63 0.28128302776219477 0.2214884981975226
64 0.44759438522833017 0.2319956460227639
65 1.634105461577379 0.3467875380259033
66 1.1714937567681865 1.419501286221014
67 0.36048026034322095 0.9545474448725804
68 0.8692198104107357 0.21227052704937022
69 0.4761237593658246 0.5411315076414928
70 0.5501962028834477 0.7022492380849029
71 1.2396960554276302 0.15975289589679154
72 0.5328845777996051 0.9438138580433681
73 0.4498006999745573 0.5835965091178171
